15;2016;6;0,333333333;0,171936759
15;2016;7;0,235294118;0,196640316
15;2016;8;0,215686275;0,174901186
16;2016;9;0,235294118;0,195652174
16;2016;1;0,215686275;0,096837945
16;2016;2;0,235294118;0,087944664
16;2016;3;0,254901961;0,12944664
16;2016;4;0,117647059;0,085968379
16;2016;5;0,156862745;0,133399209
16;2016;6;0,176470588;0,160079051
16;2016;7;0,176470588;0,100790514
16;2016;8;0,176470588;0,12944664
17;2016;9;0,156862745;0,134387352
17;2016;1;0,37254902;0,304347826
17;2016;2;0,156862745;0,34486166
17;2016;3;0,37254902;0,312252964
17;2016;4;0,31372549;0,31027668
17;2016;5;0,274509804;0,318181818
17;2016;6;0,176470588;0,313241107
17;2016;7;0,254901961;0,386363636
17;2016;8;0,31372549;0,389328063
18;2016;9;0,352941176;0,343873518
18;2016;1;0,294117647;0,119565217
18;2016;2;0,294117647;0,125494071
18;2016;3;0,37254902;0,139328063
18;2016;4;0,31372549;0,191699605
18;2016;5;0,294117647;0,168972332
18;2016;6;0,294117647;0,187747036
18;2016;7;0,215686275;0,195652174
18;2016;8;0,254901961;0,190711462
19;2016;9;0,509803922;0,23715415
19;2016;1;0,215686275;0,022727273
19;2016;2;0,156862745;0,035573123
19;2016;3;0,215686275;0,046442688
19;2016;4;0,215686275;0,051383399
19;2016;5;0,254901961;0,053359684
19;2016;6;0,058823529;0,06916996
19;2016;7;0,098039216;0,065217391
19;2016;8;0,176470588;0,07312253
20;2016;9;0,31372549;0,052371542
20;2016;1;0,078431373;0,010869565
20;2016;2;0,117647059;0,018774704
20;2016;3;0,058823529;0,017786561
20;2016;4;0,039215686;0,019762846
20;2016;5;0,019607843;0,013833992
20;2016;6;0;0,017786561
20;2016;7;0,019607843;0,010869565
20;2016;8;0,078431373;0,010869565
21;2016;9;0,058823529;0,022727273
21;2016;1;0,058823529;0,02173913
21;2016;2;0,156862745;0,020750988
21;2016;3;0,137254902;0,030632411
21;2016;4;0,137254902;0,038537549
21;2016;5;0,137254902;0,027667984
21;2016;6;0,117647059;0,027667984
21;2016;7;0,058823529;0,027667984
21;2016;8;0,156862745;0,020750988
22;2016;9;0,058823529;0,035573123
22;2016;1;0,078431373;0,014822134
22;2016;2;0,019607843;0,02173913
22;2016;3;0,078431373;0,015810277
22;2016;4;0,058823529;0,019762846
22;2016;5;0,058823529;0,017786561
22;2016;6;0,137254902;0,023715415
22;2016;7;0,137254902;0,020750988
22;2016;8;0,098039216;0,023715415
23;2016;9;0,039215686;0,015810277
23;2016;1;0,098039216;0,016798419
23;2016;2;0,078431373;0,016798419
23;2016;3;0,078431373;0,023715415
23;2016;4;0,078431373;0,02173913
23;2016;5;0,019607843;0,031620553
23;2016;6;0,058823529;0,013833992
23;2016;7;0,019607843;0,023715415
23;2016;8;0,098039216;0,020750988
24;2016;9;0,039215686;0,029644269
24;2016;1;0,176470588;0,037549407
24;2016;2;0,098039216;0,040513834
24;2016;3;0,176470588;0,043478261
24;2016;4;0,352941176;0,057312253
24;2016;5;0,215686275;0,071146245
24;2016;6;0,176470588;0,062252964
24;2016;7;0,196078431;0,055335968
24;2016;8;0,196078431;0,083992095
25;2016;9;0,117647059;0,079051383
25;2016;1;0,098039216;0,022727273
25;2016;2;0,078431373;0,024703557
25;2016;3;0,058823529;0,017786561
25;2016;4;0,137254902;0,020750988
25;2016;5;0,039215686;0,022727273
25;2016;6;0,078431373;0,016798419
25;2016;7;0,019607843;0,017786561
25;2016;8;0,019607843;0,020750988
26;2016;9;0,058823529;0,023715415
26;2016;1;0,235294118;0,148221344
26;2016;2;0,235294118;0,171936759
26;2016;3;0,176470588;0,152173913
26;2016;4;0,156862745;0,236166008
26;2016;5;0,156862745;0,18972332
26;2016;6;0,137254902;0,317193676
26;2016;7;0,176470588;0,257905138
26;2016;8;0,196078431;0,234189723
